BLE_fischart;species_code;german_name;species_name;species_namesc;target_assemblage_code;grouped_species;target_assemblage
BRA;BRA;NA;Brama spp;Brama spp;DEF;not defined;Demersal fish
CBM;CBM;NA;Brown meagre;Sciaena umbra;DEF;not defined;Demersal fish
DEN;DEN;NA;Canary dentex;Dentex canariensis;DEF;not defined;Demersal fish
DOD;DOD;NA;Dotted gizzard shad;Konosirus punctatus;DEF;not defined;Demersal fish
GPA;GPA;NA;Gobies nei;Gobiidae;DEF;not defined;Demersal fish
GRX;GRX;NA;Grunts, sweetlips nei;Haemulidae (=Pomadasyidae);DEF;not defined;Demersal fish
LAU;LAU;NA;Sea lamprey;Petromyzon marinus;DEF;not defined;Demersal fish
LEE;LEE;NA;Leerfish;Lichia amia;DEF;not defined;Demersal fish
LRI;LRI;NA;Goldbanded jobfish;Pristipomoides multidens;DEF;not defined;Demersal fish
MIA;MIA;NA;Microchirus azevia;Microchirus azevia;DEF;not defined;Demersal fish
MOL;MOL;NA;Marine molluscs nei;Mollusca;MOL;not defined;Molluscs
MRG;MRG;NA;Panama hake;Merluccius angustimanus;DEF;not defined;Demersal fish
MVL;MVL;NA;Rock violet;Microcosmus polymorphus;DEF;not defined;Demersal fish
NGR;NGR;NA;Longfin trevally;Carangoides armatus;DEF;not defined;Demersal fish
POO;POO;NA;Snubnose pompano;Trachinotus blochii;DEF;not defined;Demersal fish
RCE;RCE;NA;Slender bullseye;Parapriacanthus elongatus;DEF;not defined;Demersal fish
RLL;RLL;NA;Sailfin anthias;Rabaulichthys altipinnis;DEF;not defined;Demersal fish
SIK;SIK;NA;Sio nordenskjoeldii;Sio nordenskjoeldii;DEF;not defined;Demersal fish
SMD;SMD;NA;Smooth-hound;Mustelus mustelus;DEF;not defined;Demersal fish
SPA;SPA;NA;Spadefishes nei;Ephippidae;DEF;not defined;Demersal fish
TES;TES;NA;Thermarces cerberus;Thermarces cerberus;DEF;not defined;Demersal fish
UAD;UAD;NA;Cataetyx bruuni;Cataetyx bruuni;DEF;not defined;Demersal fish
UCA;UCA;NA;Canary drum(=Baardman);Umbrina canariensis;DEF;not defined;Demersal fish
UPD;UPD;NA;Pleuroscopus pseudodorsalis;Pleuroscopus pseudodorsalis;DEF;not defined;Demersal fish
UUC;UUC;NA;Stargazer;Uranoscopus scaber;DEF;not defined;Demersal fish
VAD;VAD;NA;Vadigo;Campogramma glaycos;DEF;not defined;Demersal fish
KYX;KYX;NA;Sea chubs nei;Kyphosidae;DEF;not defined;Demersal fish
LAD;LAD;NA;Ladyfish;Elops saurus;DEF;not defined;Demersal fish
LRU;LRU;NA;Sharptooth jobfish;Pristipomoides typus;DEF;not defined;Demersal fish
ELX;ELX;NA;River eels nei;Anguilla spp;ANA;not defined;Anadromous species
KLK;KLK;NA;Smooth callista;Callista chione;DEF;not defined;Demersal fish
SIL;SIL;NA;Silversides(=Sand smelts) nei;Atherinidae;DEF;not defined;Demersal fish
DXL;DXL;NA;Truncate donax;Donax trunculus;DEF;not defined;Demersal fish
UDP;UDP;NA;Wakame;Undaria pinnatifida;ALG;not defined;Algae
SUD;SUD;NA;Sand devil;Squatina dumeril;DEF;not defined;Demersal fish
SVD;SVD;NA;Rough jackknife;Solen rudis;MOL;not defined;Molluscs
CVE;CVE;NA;Couma sea catfish;Sciades couma;DEF;not defined;Demersal fish
SVA;SVA;NA;Solivomer arenidens;Solivomer arenidens;DEF;not defined;Demersal fish
ARQ;ARQ;NA;Rusty jobfish;Aphareus rutilans;DEF;not defined;Demersal fish
BPI;BPI;NA;Blotched picarel;Spicara maena;DEF;not defined;Demersal fish
BRX;BRX;NA;Alfonsinos, etc. nei;Berycidae;DEF;not defined;Demersal fish
CBC;CBC;NA;Red bandfish;Cepola macrophthalma;DEF;not defined;Demersal fish
CEI;CEI;NA;Pacific ladyfish;Elops affinis;DEF;not defined;Demersal fish
CEL;CEL;NA;Momo, boke magai, misu coral;Corallium elatius;OTH;not defined;Other
CIT;CIT;NA;Citharids nei;Citharidae;DEF;not defined;Demersal fish
CRX;CRX;NA;Croakers nei;Micropogonias spp;DEF;not defined;Demersal fish
DGZ;DGZ;NA;Dogfishes nei;Squalus spp;DEF;not defined;Demersal fish
DPX;DPX;NA;Demersal percomorphs nei;Perciformes;DEF;not defined;Demersal fish
DVW;DVW;NA;Adelomelon ancilla;Adelomelon ancilla;GAS;not defined;Gastropods
GDG;GDG;NA;Silvery pout;Gadiculus argenteus;DEF;not defined;Demersal fish
JPM;JPM;NA;Largescale fat snook;Centropomus mexicanus;DEF;not defined;Demersal fish
KDH;KDH;NA;Rugose bonnet;Cassidaria tyrrhena;DEF;not defined;Demersal fish
KIN;KIN;NA;Blue-bronze sea chub;Kyphosus analogus;DEF;not defined;Demersal fish
MSF;MSF;NA;Mediterranean scaldfish;Arnoglossus laterna;DEF;not defined;Demersal fish
OFN;OFN;NA;Ribboned nori;Porphyra linearis;DEF;not defined;Demersal fish
OFW;OFW;NA;Tuskfishes nei;Choerodon spp;DEF;not defined;Demersal fish
OUC;OUC;NA;Oplopomus caninoides;Oplopomus caninoides;DEF;not defined;Demersal fish
OUV;OUV;NA;Oligocarpa megalorchis;Oligocarpa megalorchis;DEF;not defined;Demersal fish
OVW;OVW;NA;Ophioplinthus carinata;Ophioplinthus carinata;DEF;not defined;Demersal fish
PJC;PJC;NA;African armoured searobin;Peristedion cataphractum;DEF;not defined;Demersal fish
PUX;PUX;NA;Puffers nei;Tetraodontidae;DEF;not defined;Demersal fish
RKZ;RKZ;NA;Scaldback;Arnoglossus kessleri;DEF;not defined;Demersal fish
RNH;RNH;NA;Thor's scaldfish;Arnoglossus thori;DEF;not defined;Demersal fish
RXY;RXY;NA;Meagres nei;Argyrosomus spp;DEF;not defined;Demersal fish
SAW;SAW;NA;Sawfishes;Pristidae;DEF;not defined;Demersal fish
SBB;SBB;NA;Boa dragonfish;Stomias boa;DEF;not defined;Demersal fish
SIC;SIC;NA;African sicklefish;Drepane africana;DEF;not defined;Demersal fish
SNS;SNS;NA;Longspine snipefish;Macroramphosus scolopax;DEF;not defined;Demersal fish
SPO;SPO;NA;Sponges;Spongiidae;OTH;not defined;Other
SRQ;SRQ;NA;Halfspined flathead;Sorsogona prionota;DEF;not defined;Demersal fish
STW;STW;NA;Steenbrasses nei;Lithognathus spp;DEF;not defined;Demersal fish
TCW;TCW;NA;Hairtails nei;Trichiurus spp;DEF;not defined;Demersal fish
TOS;TOS;NA;Horned turban;Turbo cornutus;GAS;not defined;Gastropods
TRU;TRU;NA;Trumpeters nei;Latridae;DEF;not defined;Demersal fish
TVY;TVY;NA;Cataetyx laticeps;Cataetyx laticeps;DEF;not defined;Demersal fish
TZA;TZA;NA;Spotted weever;Trachinus araneus;DEF;not defined;Demersal fish
WEG;WEG;NA;Greater weever;Trachinus draco;DEF;not defined;Demersal fish
WEW;WEW;NA;White weakfish;Atractoscion nobilis;DEF;not defined;Demersal fish
WEX;WEX;NA;Weevers nei;Trachinus spp;DEF;not defined;Demersal fish
WKX;WKX;NA;Weakfishes nei;Cynoscion spp;DEF;not defined;Demersal fish
ZEX;ZEX;NA;Dories nei;Zeidae;DEF;not defined;Demersal fish
ACN;ACN;NA;Hooktooth dogfish;Aculeola nigra;DEF;not defined;Demersal fish
AGJ;AGJ;NA;Oil-vessel triton;Argobuccinum olearium;GAS;not defined;Gastropods
AYF;AYF;NA;Small toothed jobfish;Aphareus furca;DEF;not defined;Demersal fish
BCX;BCX;NA;Circular sea bisquit;Clypeaster rotundus;OTH;not defined;Other
CEP;CEP;NA;Cephalopods nei;Cephalopoda;CEP;not defined;Cephalopods
CIC;CIC;NA;Khadary-whitefish;Coregonus chadary;DEF;not defined;Demersal fish
CMK;CMK;NA;Damselfish;Chromis chromis;DEF;not defined;Demersal fish
CRU;CRU;NA;Marine crustaceans nei;Crustacea;CRU;not defined;Crustaceans
CTD;CTD;NA;Sharptooth smooth-hound;Mustelus dorsalis;DEF;not defined;Demersal fish
CYN;CYN;NA;Combtooth dogfish;Centroscyllium nigrum;DEF;not defined;Demersal fish
DGH;DGH;NA;Dogfishes and hounds nei;Squalidae, Scyliorhinidae;DEF;not defined;Demersal fish
DIA;DIA;NA;Diadromous fishes nei;Osteichthyes;DEF;not defined;Demersal fish
DNA;DNA;NA;Deania dogfishes nei;Deania spp;DEF;not defined;Demersal fish
GSM;GSM;NA;Solenette;Buglossidium luteum;DEF;not defined;Demersal fish
JPV;JPV;NA;White snook;Centropomus viridis;DEF;not defined;Demersal fish
KOB;KOB;NA;Southern meagre(=Mulloway);Argyrosomus hololepidotus;DEF;not defined;Demersal fish
MTC;MTC;NA;Atlantic soft pout;Melanostigma atlanticum;DEF;not defined;Demersal fish
OOC;OOC;NA;Otophidium chickcharney;Otophidium chickcharney;DEF;not defined;Demersal fish
SDV;SDV;NA;Smooth-hounds nei;Mustelus spp;DEF;not defined;Demersal fish
STG;STG;NA;Squeteague(=Gray weakfish);Cynoscion regalis;DEF;not defined;Demersal fish
WKK;WKK;NA;King weakfish;Macrodon ancylodon;DEF;not defined;Demersal fish
XHK;XHK;NA;Chinese icefish;Neosalanx tangkahkeii;DEF;not defined;Demersal fish
SDS;SDS;NA;Starry smooth-hound;Mustelus asterias;DEF;not defined;Demersal fish
NUE;NUE;NA;Brown spiny loster;Panulirus echinatus;CRU;not defined;Crustaceans
SOX;SOX;NA;Soles nei;Soleidae;DEF;not defined;Demersal fish
LNZ;LNZ;NA;Lings nei;Molva spp;DEF;not defined;Demersal fish
OLP;OLP;NA;Maracaibo leatherjacket;Oligoplites palometa;DEF;not defined;Demersal fish
POB;POB;NA;Black pomfret;Parastromateus niger;DEF;non-target demersal fish;Demersal fish
TRC;TRC;NA;Slimeheads nei;Trachichthyidae;DEF;not defined;Demersal fish
GPE;GPE;NA;Longfin hake;Phycis chesteri;DEF;not defined;Demersal fish
ANG;ANG;NA;American angler;Lophius americanus;DEF;not defined;Demersal fish
HKS;HKS;NA;Silver hake;Merluccius bilinearis;DEF;not defined;Demersal fish
CMO;CMO;NA;Rabbit fish;Chimaera monstrosa;DEF;non-target demersal fish;Demersal fish
HOL;HOL;NA;Chimaeras, etc. nei;Chimaeriformes;DEF;not defined;Demersal fish
TPA;TPA;NA;Dealfish;Trachipterus arcticus;DEF;not defined;Demersal fish
TRQ;TRQ;NA;Mediterranean dealfish;Trachipterus trachypterus;DEF;not defined;Demersal fish
CAA;CAA;NA;Atlantic wolffish;Anarhichas lupus;DEF;Wolffishes;Demersal fish
CUS;CUS;NA;Pink cusk-eel;Genypterus blacodes;DEF;not defined;Demersal fish
HKP;HKP;NA;Argentine hake;Merluccius hubbsi;DEF;not defined;Demersal fish
POS;POS;NA;Southern blue whiting;Micromesistius australis;DEF;not defined;Demersal fish
BIG;BIG;NA;Bigeyes nei;Priacanthus spp;DEF;not defined;Demersal fish
COZ;COZ;NA;Cockles nei;Cardiidae;MOL;not defined;Molluscs
OTC;OTC;NA;Warthead blenny;Protemblemaria bicirris;DEF;not defined;Demersal fish
BOE;BOE;NA;Black oreo;Allocyttus niger;DEF;not defined;Demersal fish
BOR;BOR;NA;Boarfishes nei;Caproidae;DEF;non-target small pelagic fish;Demersal fish
BOX;BOX;NA;Aphanopus spp;Aphanopus spp;DEF;not defined;Demersal fish
BSU;BSU;NA;Sanopus astrifer;Sanopus astrifer;DEF;not defined;Demersal fish
GBX;GBX;NA;Red-brown gibbula;Gibbula ardens;DEF;not defined;Demersal fish
SBN;SBN;NA;Scopelogadus beanii;Scopelogadus beanii;DEF;not defined;Demersal fish
SDU;SDU;NA;Arrowhead dogfish;Deania profundorum;DEF;not defined;Demersal fish
SPX;SPX;NA;Salps;Salpidae;DEF;not defined;Demersal fish
DSX;DSX;NA;Mature dosinia;Dosinia exoleta;DEF;not defined;Demersal fish
RSI;RSI;NA;Allen's tubelip;Labropsis alleni;DEF;not defined;Demersal fish
CAE;CAE;NA;Eeltail catfishes;Plotosus spp;DEF;not defined;Demersal fish
DTL;DTL;NA;Dotalabrus alleni;Dotalabrus alleni;DEF;not defined;Demersal fish
REN;REN;NA;Acadian redfish;Sebastes fasciatus;DEF;not defined;Demersal fish
SKS;SKS;NA;Spotfin dragonet;Synchiropus agassizi;DEF;not defined;Demersal fish
SPC;SPC;NA;Picarel;Spicara smaris;DEF;not defined;Demersal fish
SWX;SWX;NA;Seaweeds nei;Algae;ALG;not defined;Algae
HDV;HDV;NA;Imperial blackfish;Schedophilus ovalis;DEF;not defined;Demersal fish
LDS;LDS;NA;Lampadena speculigera;Lampadena speculigera;DEF;not defined;Demersal fish
TEG;TEG;NA;Barbel drum;Ctenosciaena gracilicirrhus;DEF;not defined;Demersal fish
BXA;BXA;NA;Brisaster antarcticus;Brisaster antarcticus;DEF;not defined;Demersal fish
GAD;GAD;NA;Gadiformes nei;Gadiformes;DEF;not defined;Demersal fish
JUX;JUX;NA;Exasperating jujubine;Jujubinus exasperatus;DEF;not defined;Demersal fish
PZC;PZC;NA;Alepocephalidae;Alepocephalidae;DEF;not defined;Demersal fish
RIU;RIU;NA;Lesser prickleback;Alectridium aurantiacum;DEF;not defined;Demersal fish
SDA;SDA;NA;Shortbelly eel;Dysomma anguillare;DEF;not defined;Demersal fish
WHF;WHF;NA;Whitefishes nei;Coregonus spp;DEF;not defined;Demersal fish
WSA;WSA;NA;Blacktail comber;Serranus atricauda;DEF;not defined;Demersal fish
BDX;BDX;NA;Brownspotted sandfish;Bohadschia similis;DEF;not defined;Demersal fish
BRT;BRT;NA;Snaggletooth;Borostomias antarcticus;DEF;not defined;Demersal fish
BXD;BXD;NA;Alfonsino;Beryx decadactylus;DEF;not defined;Demersal fish
HDR;HDR;NA;Black wing flyingfish;Hirundichthys rondeletii;DEF;not defined;Demersal fish
WAH;WAH;NA;Wahoo;Acanthocybium solandri;LPF;not defined;Large pelagic fish
DEM;DEM;NA;Morocco dentex;Dentex maroccanus;DEF;not defined;Demersal fish
KRJ;KRJ;NA;Knobbed triton;Charonia rubicunda;GAS;not defined;Gastropods
NOW;NOW;NA;Snakelocks anemone;Anemonia sulcata;OTH;not defined;Other
PEE;PEE;NA;Common periwinkle;Littorina littorea;GAS;not defined;Gastropods
QTV;QTV;NA;Limpet;Patella vulgata;GAS;not defined;Gastropods
BEN;BEN;NA;Needlefishes, etc. nei;Belonidae;DEF;not defined;Demersal fish
BHD;BHD;NA;Lusitanian toadfish;Halobatrachus didactylus;DEF;not defined;Demersal fish
CEO;CEO;NA;Rudderfish;Centrolophus niger;DEF;not defined;Demersal fish
HLZ;HLZ;NA;Sea thong;Himanthalia elongata;ALG;not defined;Algae
LAZ;LAZ;NA;Kelps nei;Laminariaceae;ALG;not defined;Algae
PTB;PTB;NA;Barbel;Barbus barbus;DEF;not defined;Demersal fish
RMM;RMM;NA;Devil fish;Mobula mobular;DEF;not defined;Demersal fish
TRE;TRE;NA;Jacks, crevalles nei;Caranx spp;DEF;not defined;Demersal fish
HOW;HOW;NA;Blood-stained turbo;Homalopoma sanguineum;DEF;not defined;Demersal fish
LZZ;LZZ;NA;Liza spp;Liza spp;DEF;not defined;Demersal fish
MCR;MCR;NA;Serrulate whiptail;Coryphaenoides serrulatus;DEF;not defined;Demersal fish
MNE;MNE;NA;Melanostomias tentaculatus;Melanostomias tentaculatus;DEF;not defined;Demersal fish
RSM;RSM;NA;Panama spadefish;Parapsettus panamensis;DEF;not defined;Demersal fish
VAR;VAR;NA;Dolly varden;Salvelinus malma;DEF;not defined;Demersal fish
GEL;GEL;NA;Gelidium seaweeds;Gelidium spp;ALG;not defined;Algae
SHZ;SHZ;NA;Shads nei;Alosa spp;ANA;not defined;Anadromous species
ALV;ALV;NA;Thresher;Alopias vulpinus;LPF;not defined;Large pelagic fish
COV;COV;NA;Conger japonicus;Conger japonicus;DEF;not defined;Demersal fish
JBG;JBG;NA;Jeboehlkia gladifer;Jeboehlkia gladifer;DEF;not defined;Demersal fish
MTE;MTE;NA;Speckled smooth-hound;Mustelus mento;DEF;not defined;Demersal fish
SHA;SHA;NA;American shad;Alosa sapidissima;ANA;not defined;Anadromous species
SHC;SHC;NA;Pontic shad;Alosa pontica;ANA;not defined;Anadromous species
ANS;ANS;NA;Antarctic silverfish;Pleuragramma antarcticum;ALG;not defined;Demersal fish
PHA;PHA;NA;South Pacific hake;Merluccius gayi;DEF;not defined;Demersal fish
OCB;OCB;NA;Apocryptes bato;Apocryptes bato;DEF;not defined;Demersal fish
ATP;ATP;NA;Sand smelt;Atherina presbyter;DEF;not defined;Demersal fish
CTJ;CTJ;NA;Smalleye smooth-hound;Mustelus higmani;DEF;not defined;Demersal fish
AEL;AEL;NA;Leptoderma lubricum;Leptoderma lubricum;DEF;not defined;Demersal fish
GEW;GEW;NA;Gelidium madagascariense;Gelidium madagascariense;DEF;not defined;Demersal fish
LRB;LRB;NA;Lavender jobfish;Pristipomoides sieboldii;DEF;not defined;Demersal fish
PPL;PPL;NA;Great pompano;Trachinotus goodei;DEF;not defined;Demersal fish
SRI;SRI;NA;Marbled spinefoot;Siganus rivulatus;DEF;not defined;Demersal fish
JAS;JAS;NA;Japanese sandfish;Arctoscopus japonicus;DEF;not defined;Demersal fish
PIZ;PIZ;NA;Striate pisania;Pisania striata;DEF;not defined;Demersal fish
PPO;PPO;NA;Pacific pompano;Peprilus simillimus;DEF;not defined;Demersal fish
CFF;CFF;NA;Peacock hind;Cephalopholis argus;DEF;not defined;Demersal fish
KYC;KYC;NA;Blue sea chub;Kyphosus cinerascens;DEF;not defined;Demersal fish
ATB;ATB;NA;Big-scale sand smelt;Atherina boyeri;DEF;not defined;Demersal fish
WKB;WKB;NA;Smalltooth weakfish;Cynoscion steindachneri;DEF;not defined;Demersal fish
HAW;HAW;NA;Peruvian morwong;Cheilodactylus variegatus;DEF;not defined;Demersal fish
PET;PET;NA;Royal threadfin;Pentanemus quinquarius;DEF;not defined;Demersal fish
BAD;BAD;NA;Flat toadfish;Austrobatrachus dussumieri;DEF;not defined;Demersal fish
CBA;CBA;NA;Cobia;Rachycentron canadum;LPF;not defined;Large pelagic fish
MNZ;MNZ;NA;Monkfishes nei;Lophius spp;DEF;not defined;Demersal fish
RLI;RLI;NA;Imperial scaldfish;Arnoglossus imperialis;DEF;not defined;Demersal fish
SMR;SMR;NA;Rainbow smelt;Osmerus mordax;ANA;not defined;Anadromous species
XYN;XYN;NA;Pearly razorfish;Xyrichtys novacula;DEF;not defined;Demersal fish
NAU;NAU;NA;Pilotfish;Naucrates ductor;DEF;not defined;Demersal fish
URA;URA;NA;Stargazers;Uranoscopus spp;DEF;not defined;Demersal fish
AFN;AFN;NA;Spotfin frogfish;Antennarius nummifer;DEF;not defined;Demersal fish
ANK;ANK;NA;Blackbellied angler;Lophius budegassa;DEF;not defined;Demersal fish
ANW;ANW;NA;Angelfishes nei;Pomacanthidae;DEF;not defined;Demersal fish
BER;BER;NA;Brachypterois serrulata;Brachypterois serrulata;DEF;not defined;Demersal fish
CEC;CEC;NA;West African ladyfish;Elops lacerta;DEF;not defined;Demersal fish
CGX;CGX;NA;Carangids nei;Carangidae;DEF;not defined;Demersal fish
CHU;CHU;NA;Chum(=Keta=Dog) salmon;Oncorhynchus keta;ANA;not defined;Anadromous species
FAC;FAC;NA;Crimson pasiphaeid;Pasiphaea tarda;CRU;not defined;Crustaceans
GTB;GTB;NA;Bifid clingfish;Tomicodon bidens;DEF;not defined;Demersal fish
LAN;LAN;NA;Hector's lanternfish;Lampanyctodes hectoris;DEF;not defined;Demersal fish
MEL;MEL;NA;Melanostigma spp;Melanostigma spp;DEF;not defined;Demersal fish
MUP;MUP;NA;Whitespotted smooth-hound;Mustelus palumbes;DEF;not defined;Demersal fish
MUU;MUU;NA;Sicklefin smooth-hound;Mustelus lunulatus;DEF;not defined;Demersal fish
ORD;ORD;NA;Oreo dories nei;Oreosomatidae;DEF;not defined;Demersal fish
REO;REO;NA;Shark sucker;Remora remora;DEF;not defined;Demersal fish
SIM;SIM;NA;Scopelopsis multipunctatus;Scopelopsis multipunctatus;DEF;not defined;Demersal fish
SWF;SWF;NA;Spotted weakfish;Cynoscion nebulosus;DEF;not defined;Demersal fish
TWL;TWL;NA;Tellins nei;Tellina spp;MOL;not defined;Molluscs
DGB;DGB;NA;Lancer dragonet;Paradiplogrammus bairdi;DEF;not defined;Demersal fish
MEZ;MEZ;NA;Grinning tun;Malea pomum;GAS;not defined;Gastropods
SGL;SGL;NA;Scalanago lateralis;Scalanago lateralis;DEF;not defined;Demersal fish
AKE;AKE;NA;Anisochromis kenyae;Anisochromis kenyae;DEF;not defined;Demersal fish
COS;COS;NA;Argentine conger;Conger orbignyanus;DEF;not defined;Demersal fish
DOC;DOC;NA;Polititapes durus;Polititapes durus;MOL;not defined;Molluscs
EDE;EDE;NA;Pseudaphya ferreri;Pseudaphya ferreri;DEF;not defined;Demersal fish
GTR;GTR;NA;Gobius strictus;Gobius strictus;DEF;not defined;Demersal fish
HFC;HFC;NA;Sandfish;Holothuria scabra;DEF;not defined;Demersal fish
LLL;LLL;NA;Crested oarfish;Lophotus lacepede;DEF;not defined;Demersal fish
URO;URO;NA;Muddy auger;Turritella turbona;GAS;not defined;Gastropods
GCC;GCC;NA;Violet bittersweet;Glycymeris violacescens;MOL;not defined;Molluscs
CEN;CEN;NA;Ruffs, barrelfishes nei;Centrolophidae;DEF;not defined;Demersal fish
DRB;DRB;NA;Shango dragonet;Draculo shango;DEF;not defined;Demersal fish
DRS;DRS;NA;Boe drum;Pteroscion peli;DEF;not defined;Demersal fish
NSQ;NSQ;NA;Changeable nassa;Nassarius mutabilis;GAS;not defined;Gastropods
ANP;ANP;NA;Daggertooth;Anotopterus pharao;DEF;not defined;Demersal fish
CBN;CBN;NA;Centrobranchus andreae;Centrobranchus andreae;DEF;not defined;Demersal fish
JED;JED;NA;Orangedotted blenny;Antennablennius variopunctatus;DEF;not defined;Demersal fish
UVT;UVT;NA;Queen parrotfish;Scarus vetula;DEF;not defined;Demersal fish
AAE;AAE;NA;Tailjet frogfish;Antennarius analis;DEF;not defined;Demersal fish
ANI;ANI;NA;Mackerel icefish;Champsocephalus gunnari;DEF;not defined;Demersal fish
BXF;BXF;NA;Boxfishes nei;Ostraciidae;DEF;not defined;Demersal fish
CFB;CFB;NA;Black dogfish;Centroscyllium fabricii;DEF;not defined;Demersal fish
CTN;CTN;NA;Grey smooth-hound;Mustelus californicus;DEF;not defined;Demersal fish
EBP;EBP;NA;Dark green nori;Enteromorpha prolifera;DEF;not defined;Demersal fish
EFC;EFC;NA;Rooster hind;Epinephelus acanthistius;DEF;not defined;Demersal fish
FAR;FAR;NA;Checkerboard bonnet;Phalium areola;DEF;not defined;Demersal fish
FIL;FIL;NA;Threadsail filefish;Stephanolepis cirrhifer;DEF;not defined;Demersal fish
GOB;GOB;NA;Atlantic gobies nei;Gobius spp;DEF;not defined;Demersal fish
KYS;KYS;NA;Bermuda sea chub;Kyphosus sectatrix;DEF;not defined;Demersal fish
LAR;LAR;NA;River lamprey;Lampetra fluviatilis;DEF;not defined;Demersal fish
LCZ;LCZ;NA;Whipfin ponyfish;Leiognathus leuciscus;DEF;not defined;Demersal fish
MIL;MIL;NA;Milkfish;Chanos chanos;DEF;not defined;Demersal fish
NUO;NUO;NA;Butterfly blenny;Blennius ocellaris;DEF;not defined;Demersal fish
SBQ;SBQ;NA;Leister;Sarcothalia crispata;ALG;not defined;Algae
SPS;SPS;NA;Spotted sicklefish;Drepane punctata;DEF;not defined;Demersal fish
EHI;EHI;NA;Curled picarel;Centracanthus cirrus;DEF;not defined;Demersal fish
BPO;BPO;NA;Bonapartia pedaliota;Bonapartia pedaliota;DEF;not defined;Demersal fish
BTS;BTS;NA;Hound needlefish;Tylosurus crocodilus;DEF;not defined;Demersal fish
COG;COG;NA;Garnet coral;Corallium regale;OTH;not defined;Other
EQR;EQR;NA;Rugose mactra;Eastonia rugosa;MOL;not defined;Molluscs
ERP;ERP;NA;American harvestfish;Peprilus paru;DEF;not defined;Demersal fish
FIC;FIC;NA;Long-fingered icefish;Cryodraco antarcticus;DEF;not defined;Demersal fish
FJF;FJF;NA;Common mushroom coral;Fungia fungites;OTH;not defined;Other
FJR;FJR;NA;Suez fusilier;Caesio suevica;DEF;not defined;Demersal fish
FOD;FOD;NA;Common piddock;Pholas dactylus;MOL;not defined;Molluscs
